,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1297,São Francisco Xavier,-22.904172024069627,-43.24326207694308,Canto Do Encontro,-22.904475,-43.243110179899865,Restaurant
1298,São Francisco Xavier,-22.904172024069627,-43.24326207694308,panificadora Flor De São Francisco,-22.902879491589342,-43.24457749909898,Bakery
1299,São Francisco Xavier,-22.904172024069627,-43.24326207694308,Pizzaria Victoria,-22.904819001406175,-43.24440273662498,Pizza Place
1300,São Francisco Xavier,-22.904172024069627,-43.24326207694308,Pizzaria parme,-22.90179674257691,-43.24341555338809,Pizza Place
1302,São Francisco Xavier,-22.904172024069627,-43.24326207694308,Angellu's Restaurante,-22.901203553810067,-43.244600025554334,Brazilian Restaurant
1307,Engenho Novo,-22.909097287841593,-43.2684824071851,Rei das Pizzas,-22.908882952251126,-43.26928933746575,Pizza Place
1308,Engenho Novo,-22.909097287841593,-43.2684824071851,Bar Ponto dos Amigos,-22.909816819615894,-43.272946912271976,Bar
1309,Engenho Novo,-22.909097287841593,-43.2684824071851,Danúbia Pizzaria e Grill,-22.905645135865807,-43.26730560319481,Pizza Place
1310,Engenho Novo,-22.909097287841593,-43.2684824071851,Bar Romanão,-22.911183924954727,-43.27092660416368,Bar
1314,Mangueira,-22.90405182565068,-43.23643810213827,Quiosque do Lacir,-22.90572038519155,-43.24029800519987,Bar
1315,Mangueira,-22.90405182565068,-43.23643810213827,Canitello Restaurante,-22.906361084606658,-43.24028855778997,Vegetarian / Vegan Restaurant
1324,Lins de Vasconcelos,-22.91429095024601,-43.284801313259905,Vidago's Grill,-22.91146886373283,-43.2856238135876,Restaurant
1325,Lins de Vasconcelos,-22.91429095024601,-43.284801313259905,Meu Trabalho,-22.912919539588515,-43.2825196012743,Bakery
1330,Cidade Nova,-22.91011375465045,-43.20153279482739,Emporio Città Nova,-22.911483261098045,-43.20180333281985,Italian Restaurant
1331,Cidade Nova,-22.91011375465045,-43.20153279482739,Bar do Elias,-22.91182484819865,-43.20301829945034,Middle Eastern Restaurant
1338,Cidade Nova,-22.91011375465045,-43.20153279482739,Le Panier,-22.912709399027342,-43.202186428129785,Brazilian Restaurant
1340,Cidade Nova,-22.91011375465045,-43.20153279482739,Poró Restaurante,-22.912395270043632,-43.2028161375058,Vegetarian / Vegan Restaurant
1343,Cidade Nova,-22.91011375465045,-43.20153279482739,Dom Vasques,-22.91142416641476,-43.201774552209045,Brazilian Restaurant
1345,Cidade Nova,-22.91011375465045,-43.20153279482739,Via 19 Gourmet,-22.912295551474386,-43.20227696033046,Brazilian Restaurant
1346,Cidade Nova,-22.91011375465045,-43.20153279482739,Feedback Steakhouse,-22.91213687738802,-43.202000965830955,Restaurant
1347,Cidade Nova,-22.91011375465045,-43.20153279482739,Modivida Restaurante  ,-22.913189109242357,-43.20285045326857,Brazilian Restaurant
1349,Cidade Nova,-22.91011375465045,-43.20153279482739,Bom Grill,-22.911542587805396,-43.20184502263936,Brazilian Restaurant
1350,Cidade Nova,-22.91011375465045,-43.20153279482739,Shekinah,-22.912346760090973,-43.202906861912965,Brazilian Restaurant
1353,Cidade Nova,-22.91011375465045,-43.20153279482739,Cantina Dois Amigos de Fé,-22.909550747671343,-43.201525092547904,Brazilian Restaurant
1354,Cidade Nova,-22.91011375465045,-43.20153279482739,Pimenta Carioca,-22.911666844605197,-43.20190422982316,Restaurant
1355,Cidade Nova,-22.91011375465045,-43.20153279482739,Spoleto Culinária Italiana,-22.909810018553127,-43.204343611662715,Italian Restaurant
1357,Cidade Nova,-22.91011375465045,-43.20153279482739,Arcos do Estácio,-22.913005175532785,-43.2026609572871,Brazilian Restaurant
1360,Freguesia (Jacarepaguá),-22.93209522162863,-43.338861890543654,Armazem Urbano Araguaia,-22.935553,-43.337790999999996,Restaurant
1363,Freguesia (Jacarepaguá),-22.93209522162863,-43.338861890543654,Buteco Original,-22.93552818802381,-43.33796155522914,Dive Bar
1364,Freguesia (Jacarepaguá),-22.93209522162863,-43.338861890543654,MaisSushi,-22.935648928455983,-43.33797821208563,Japanese Restaurant
1368,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Restaurante Rampinha,-22.91171270746593,-43.21488624556062,Brazilian Restaurant
1369,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Bar Kalango,-22.912206474981264,-43.21135408768737,Bar
1370,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Noo Cachaçaria,-22.91337797860137,-43.21497762549471,Cocktail Bar
1371,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Bar da Frente,-22.913597398153552,-43.215221515824965,Bar
1372,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Aconchego Carioca,-22.91287317034305,-43.21412622928619,Bar
1373,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Restaurante Una,-22.913097,-43.214591999999996,Restaurant
1375,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Bar Reunidos,-22.91116920345377,-43.21326567747919,Bar
1376,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Bar do Pereira,-22.909466536334303,-43.216449452229774,Bar
1377,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Porto Pirata,-22.909509497641267,-43.215245829444115,Bar
1378,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Sede dos Abutres RJ,-22.909074361337773,-43.21596314400959,Bar
1379,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Hop Lab Pub,-22.913027701686463,-43.214475109626186,Beer Bar
1380,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Boteko do Peixe,-22.91506558751138,-43.21263421130662,Dive Bar
1381,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Dida Bar,-22.913654733639646,-43.2153716201326,Bar
1385,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Chopperia Galeto Bandeira,-22.910918975477816,-43.21375216188939,Brazilian Restaurant
1386,Praça da Bandeira,-22.91086766899447,-43.21339089892098,All In Sports Bar,-22.91304811682237,-43.21445108927167,Sports Bar
1387,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Padaria Le Baguete,-22.91274980968968,-43.216310030803356,Bakery
1389,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Hob Hamburgueria,-22.91282833271203,-43.216628493300256,Burger Joint
1390,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Salsa Pizzas e Massas,-22.912294519040238,-43.21544419054426,Pizza Place
1391,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Bandeira F.C.,-22.913161303586318,-43.21476273967033,Brazilian Restaurant
1396,Praça da Bandeira,-22.91086766899447,-43.21339089892098,Restaurante Grão & Grão,-22.91209482220396,-43.213454133354254,Brazilian Restaurant
1401,Vila Isabel,-22.915433750812603,-43.24757339030374,Casa de Sucos Vila,-22.91401580749893,-43.24887156486511,Juice Bar
1403,Vila Isabel,-22.915433750812603,-43.24757339030374,Feitiço da Vila,-22.9160288752306,-43.247135362783744,Bar
1408,Vila Isabel,-22.915433750812603,-43.24757339030374,Padaria Villa's Garden,-22.915429132936644,-43.24379218694753,Bakery
1410,Vila Isabel,-22.915433750812603,-43.24757339030374,Capelinha,-22.91586565223439,-43.246119911274214,Brazilian Restaurant
1414,Vila Isabel,-22.915433750812603,-43.24757339030374,Vilarejo Bar e Restaurante,-22.91371183010789,-43.24449237170785,Brazilian Restaurant
1415,Vila Isabel,-22.915433750812603,-43.24757339030374,Parmê,-22.915993766720963,-43.25063446429758,Pizza Place
1417,Vila Isabel,-22.915433750812603,-43.24757339030374,Bar Gente Nossa,-22.913641312692324,-43.24418539965103,Bar
1425,Maracanã,-22.91322298996989,-43.228843282247354,Bar do Bode Cheiroso,-22.914457531083627,-43.22605977280293,Dive Bar
1427,Maracanã,-22.91322298996989,-43.228843282247354,Os Renatos,-22.915340419713807,-43.23190128682227,Pizza Place
1433,Maracanã,-22.91322298996989,-43.228843282247354,Bar dos Chico's,-22.915239823573174,-43.22661352833699,Bar
1440,Maracanã,-22.91322298996989,-43.228843282247354,Panetteria São Francisco,-22.915380664744873,-43.23223153592743,Bakery
1444,Maracanã,-22.91322298996989,-43.228843282247354,F3 Galeteria,-22.91644793663547,-43.225556321142435,Brazilian Restaurant
1445,Maracanã,-22.91322298996989,-43.228843282247354,"Tip Top Lanchonete, Restaurante & Pizzaria",-22.91552341429551,-43.232018885237636,Brazilian Restaurant
1446,Maracanã,-22.91322298996989,-43.228843282247354,Clássicos do Maraca,-22.914995996738142,-43.23284261244739,Sports Bar
1450,Glória,-22.919101773838616,-43.173276446946545,Corrientes 348,-22.919963348585625,-43.16988188268306,Argentinian Restaurant
1453,Glória,-22.919101773838616,-43.173276446946545,Panka Cozinha Peruana,-22.917037,-43.17725,Peruvian Restaurant
1460,Glória,-22.919101773838616,-43.173276446946545,Soho Restaurante,-22.920110804596373,-43.17027023827124,Japanese Restaurant
1462,Glória,-22.919101773838616,-43.173276446946545,Empório Rio,-22.919826999999998,-43.170093,Brazilian Restaurant
1465,Glória,-22.919101773838616,-43.173276446946545,Braseirinho da Glória,-22.919251165472847,-43.17753063269148,Brazilian Restaurant
1470,Glória,-22.919101773838616,-43.173276446946545,Urukum,-22.920285,-43.169969,Brazilian Restaurant
1471,Glória,-22.919101773838616,-43.173276446946545,Chopperia Vila Rica,-22.919248980625596,-43.17718190335957,Bar
1473,Glória,-22.919101773838616,-43.173276446946545,Bico de Ouro,-22.915931601294695,-43.17666516625296,Brazilian Restaurant
1477,Glória,-22.919101773838616,-43.173276446946545,Bota,-22.919681452660786,-43.16938743308585,Italian Restaurant
1478,Rio Comprido,-22.92868461777804,-43.20884068234096,Dox,-22.929967572002734,-43.20878303804688,Brazilian Restaurant
1479,Rio Comprido,-22.92868461777804,-43.20884068234096,Boteco Papo Carioca,-22.924918170415374,-43.211188748883814,Dive Bar
1481,Rio Comprido,-22.92868461777804,-43.20884068234096,Restaurante Bom Apetite,-22.92532030352991,-43.208654491959884,Brazilian Restaurant
1482,Rio Comprido,-22.92868461777804,-43.20884068234096,Empório Lamego,-22.924696220513603,-43.20857504736468,Bakery
1483,Rio Comprido,-22.92868461777804,-43.20884068234096,Boteco Estilo,-22.924936251746733,-43.21120184857153,Brazilian Restaurant
1488,Santa Teresa,-22.932602543568173,-43.199552555105655,Cantina do Gaúcho,-22.934436000375623,-43.1995655535439,Brazilian Restaurant
1493,Santa Teresa,-22.932602543568173,-43.199552555105655,Boteco do Morais,-22.929322275300713,-43.20269537870034,Dive Bar
1500,Estácio,-22.916813938843692,-43.20434893309348,Café e Bar Marcoense,-22.915315152923583,-43.2074382690373,Brazilian Restaurant
1502,Estácio,-22.916813938843692,-43.20434893309348,Paivas Grill,-22.913895118422488,-43.204422835784534,Brazilian Restaurant
1503,Estácio,-22.916813938843692,-43.20434893309348,Adega Gerez,-22.914244290873853,-43.204438795825794,Brazilian Restaurant
1504,Estácio,-22.916813938843692,-43.20434893309348,Modivida Restaurante  ,-22.913189109242357,-43.20285045326857,Brazilian Restaurant
1506,Estácio,-22.916813938843692,-43.20434893309348,Villa Grill,-22.91412617415731,-43.20811212039608,Restaurant
1508,Estácio,-22.916813938843692,-43.20434893309348,Arcos do Estácio,-22.913005175532785,-43.2026609572871,Brazilian Restaurant
1509,Estácio,-22.916813938843692,-43.20434893309348,Estácio Gourmet,-22.91288701428444,-43.20260297856829,Brazilian Restaurant
1510,Estácio,-22.916813938843692,-43.20434893309348,Quelight,-22.91569124424681,-43.207561102083474,American Restaurant
1512,Estácio,-22.916813938843692,-43.20434893309348,Nosso Boteco,-22.91510874445977,-43.20686667547464,Brazilian Restaurant
1513,Estácio,-22.916813938843692,-43.20434893309348,Xepa,-22.9151,-43.207159999999995,Brazilian Restaurant
1517,Estácio,-22.916813938843692,-43.20434893309348,Estácio F.C.,-22.914135,-43.207726,Sports Bar
1521,Tijuca,-22.932992781216253,-43.238677825244366,Mundo Verde,-22.932109557486143,-43.24074203146049,Vegetarian / Vegan Restaurant
1523,Tijuca,-22.932992781216253,-43.238677825244366,Wursteria,-22.931746416246625,-43.2414941609943,German Restaurant
1526,Tijuca,-22.932992781216253,-43.238677825244366,Nova Piazza,-22.93186,-43.241602,Pizza Place
1527,Tijuca,-22.932992781216253,-43.238677825244366,Otto Bar e Restaurante,-22.932346370494372,-43.24113569267225,Bar
1530,Tijuca,-22.932992781216253,-43.238677825244366,Vezpa Pizzas,-22.932321280129752,-43.24106323949922,Pizza Place
1531,Tijuca,-22.932992781216253,-43.238677825244366,Cantina da Nonna,-22.9311233069854,-43.23852325292727,Italian Restaurant
1535,Tijuca,-22.932992781216253,-43.238677825244366,Koni Store,-22.933244405090452,-43.24169993573565,Japanese Restaurant
1536,Tijuca,-22.932992781216253,-43.238677825244366,Pizza Park,-22.93324815210784,-43.241711901138665,Pizza Place
1537,Tijuca,-22.932992781216253,-43.238677825244366,Ponto De Ouro,-22.93315085470211,-43.24066486643553,Bakery
1538,Tijuca,-22.932992781216253,-43.238677825244366,Mister Pizza,-22.934236153888513,-43.242530619950706,Pizza Place
1539,Tijuca,-22.932992781216253,-43.238677825244366,Tsuki Japanese Bar,-22.93319645495814,-43.24166347662328,Japanese Restaurant
1540,Tijuca,-22.932992781216253,-43.238677825244366,Padaria Modelo,-22.93404916351802,-43.24241079856564,Bakery
1541,Tijuca,-22.932992781216253,-43.238677825244366,Casa Dezesete Restaurante,-22.930294961903066,-43.24250010747236,Brazilian Restaurant
1544,Tijuca,-22.932992781216253,-43.238677825244366,Beliska,-22.93386722868107,-43.24230672030173,Italian Restaurant
1550,Andaraí,-22.928967610449877,-43.253483344208526,Boteco Vou Demais,-22.926412185918053,-43.25342319222211,Dive Bar
1555,Andaraí,-22.928967610449877,-43.253483344208526,Self-Service Dalimar,-22.92713953085291,-43.251926418757506,Restaurant
1557,Andaraí,-22.928967610449877,-43.253483344208526,Cantinho do Garden - Condominio Garden Park,-22.927190475694125,-43.25761390140415,Bakery
1558,Andaraí,-22.928967610449877,-43.253483344208526,Matriz do Pão,-22.92609917161029,-43.25429196378885,Bakery
1560,Andaraí,-22.928967610449877,-43.253483344208526,Padaria Ouro Trigo,-22.92663997205789,-43.257045370603464,Bakery
1561,Andaraí,-22.928967610449877,-43.253483344208526,Fafelice Garden Park,-22.92761997340867,-43.25803710450928,Restaurant
1564,Pechincha,-22.929604692483096,-43.35373455772315,Landhaus Restaurante,-22.927493162744273,-43.35545695793632,German Restaurant
1565,Pechincha,-22.929604692483096,-43.35373455772315,Lanches da Noite,-22.92829720539466,-43.35510441878172,Burger Joint
1566,Pechincha,-22.929604692483096,-43.35373455772315,Planalto do Chopp,-22.92911,-43.353828,Beer Bar
1569,Pechincha,-22.929604692483096,-43.35373455772315,il Fornaccio,-22.926674868563858,-43.355845550411246,Pizza Place
1572,Pechincha,-22.929604692483096,-43.35373455772315,Arte Grill,-22.92864349501082,-43.354593960171115,Brazilian Restaurant
1573,Pechincha,-22.929604692483096,-43.35373455772315,Padaria do Pechincha,-22.928642900883865,-43.35365070788794,Bakery
1574,Pechincha,-22.929604692483096,-43.35373455772315,Adega Exoticos Tropical,-22.926498629854287,-43.35625203037565,Bar
1577,Catete,-22.92664603504376,-43.18018850374583,Mestre Kami,-22.92918198585909,-43.17938215006175,Japanese Restaurant
1580,Catete,-22.92664603504376,-43.18018850374583,Ferro e Farinha,-22.92516116970984,-43.17814448701881,Pizza Place
1590,Catete,-22.92664603504376,-43.18018850374583,Carmelo Restaurante,-22.927741793811073,-43.17641833929713,Italian Restaurant
1592,Catete,-22.92664603504376,-43.18018850374583,Palácio Bar & Restaurante,-22.928385823805343,-43.17684531000489,Brazilian Restaurant
1595,Catete,-22.92664603504376,-43.18018850374583,Berbigão,-22.92586031009224,-43.17663131408261,Seafood Restaurant
1602,Catete,-22.92664603504376,-43.18018850374583,Pensão da Nonna,-22.924715518565048,-43.17733754629329,Comfort Food Restaurant
1604,Catete,-22.92664603504376,-43.18018850374583,Casa República,-22.92457708153495,-43.17700533016199,Bakery
1605,Catete,-22.92664603504376,-43.18018850374583,Boteco BomBar,-22.924588387713968,-43.177050681169156,Bar
1606,Catete,-22.92664603504376,-43.18018850374583,Butecão,-22.924590526609517,-43.176911630058434,Bar
1609,Laranjeiras,-22.935347717872357,-43.188492914648684,Maé Noi,-22.93627180382465,-43.18998426994957,Thai Restaurant
1612,Laranjeiras,-22.935347717872357,-43.188492914648684,Orange Burger,-22.936534972380034,-43.18995527061494,Burger Joint
1614,Laranjeiras,-22.935347717872357,-43.188492914648684,Tasca do Edgar,-22.936235261185377,-43.19038173618132,Bar
1625,Laranjeiras,-22.935347717872357,-43.188492914648684,Catê Point,-22.93752048269896,-43.19035623868145,Restaurant
1626,Laranjeiras,-22.935347717872357,-43.188492914648684,Armazém do Cardosão,-22.93815313095893,-43.18853253304409,Bar
1627,Laranjeiras,-22.935347717872357,-43.188492914648684,Bar dos Guerreiros,-22.936239219451174,-43.185136287637576,Sports Bar
1628,Laranjeiras,-22.935347717872357,-43.188492914648684,Bar do Serafim,-22.93632089900983,-43.190261758978565,Bar
1639,Vargem Grande,-22.97177808986066,-43.4918101490034,Quinta,-22.975302509536306,-43.490211115741175,Brazilian Restaurant
1640,Vargem Grande,-22.97177808986066,-43.4918101490034,Jardineto,-22.976075085128716,-43.49087079604464,Seafood Restaurant
1641,Vargem Grande,-22.97177808986066,-43.4918101490034,Cosmopolita,-22.975298087052327,-43.49204462825667,Brazilian Restaurant
1644,Alto da Boa Vista,-22.96062850637464,-43.260614738416564,São Sebastião,-22.96227487726557,-43.25900511238668,French Restaurant
1655,Cosme Velho,-22.94158617687829,-43.200735362812395,Sushi do PC,-22.939887,-43.200367,Sushi Restaurant
1657,Cosme Velho,-22.94158617687829,-43.200735362812395,Panificação Rainha,-22.939829970180348,-43.19701794600317,Bakery
1666,Sepetiba,-22.96813352579405,-43.69357347548333,Imperial Pizzas & Burg's,-22.96700526998207,-43.696828558489536,Pizza Place
1668,Curicica,-22.952285879805352,-43.387208614650156,Bar do Seu Castelo,-22.953535720253768,-43.388676035966995,Bar
1670,Curicica,-22.952285879805352,-43.387208614650156,Pizzaria Tucano's,-22.955090022801517,-43.38691952268189,Pizza Place
1671,Curicica,-22.952285879805352,-43.387208614650156,Big Bis,-22.948827739795586,-43.38527251012593,Burger Joint
1673,Curicica,-22.952285879805352,-43.387208614650156,SL Rostie - A Casa da Batata,-22.953516184102515,-43.38746586548251,Pizza Place
1675,Curicica,-22.952285879805352,-43.387208614650156,Café com Empada,-22.9517,-43.38867,Comfort Food Restaurant
1676,Curicica,-22.952285879805352,-43.387208614650156,Cantinho Italiano,-22.951412977549413,-43.38717856527389,Italian Restaurant
1681,Curicica,-22.952285879805352,-43.387208614650156,Padaria,-22.954294714462772,-43.38972182101337,Bakery
1685,Curicica,-22.952285879805352,-43.387208614650156,Trio G,-22.94984525588721,-43.38354713623006,Brazilian Restaurant
1686,Curicica,-22.952285879805352,-43.387208614650156,Trio G Bar e Restaurante,-22.94984097241992,-43.38345508598649,Restaurant
1688,Copacabana,-22.970560727700864,-43.187412134573954,Barraca da Chiquita,-22.97209131675692,-43.186735598387536,Northeastern Brazilian Restaurant
1690,Copacabana,-22.970560727700864,-43.187412134573954,Baalbek,-22.970383828265945,-43.186763800818184,Middle Eastern Restaurant
1693,Copacabana,-22.970560727700864,-43.187412134573954,The Bakers,-22.97081795843644,-43.1877617193975,Bakery
1695,Copacabana,-22.970560727700864,-43.187412134573954,Bibi Sucos,-22.97209168522671,-43.18656352735704,Juice Bar
1699,Copacabana,-22.970560727700864,-43.187412134573954,Pão & Companhia,-22.9723628144015,-43.18811841091648,Bakery
1704,Copacabana,-22.970560727700864,-43.187412134573954,Haru Sushi Bar,-22.972399248806983,-43.188062742676706,Japanese Restaurant
1711,Copacabana,-22.970560727700864,-43.187412134573954,Cantina Donanna,-22.97137162853143,-43.18558043191317,Italian Restaurant
1713,Copacabana,-22.970560727700864,-43.187412134573954,Farro,-22.970144,-43.185795,Bakery
1723,Leme,-22.96225121742013,-43.164804120533645,Marius Degustare,-22.96236060652856,-43.166332964902935,Seafood Restaurant
1731,Leme,-22.96225121742013,-43.164804120533645,Boteco Belmonte,-22.962740986958323,-43.16829622502696,Dive Bar
1732,Leme,-22.96225121742013,-43.164804120533645,Bar do David,-22.960691354814717,-43.168878397364686,Bar
1733,Leme,-22.96225121742013,-43.164804120533645,La Fiorentina,-22.96260858072292,-43.16789598833472,Pizza Place
1736,Leme,-22.96225121742013,-43.164804120533645,Veneziana,-22.962568475266448,-43.16934902664864,Brazilian Restaurant
1737,Leme,-22.96225121742013,-43.164804120533645,Da Brambini,-22.962781123632947,-43.168446285589575,Italian Restaurant
1738,Leme,-22.96225121742013,-43.164804120533645,Vezpa Pizzas,-22.962428497585698,-43.16885815635569,Pizza Place
1740,Leme,-22.96225121742013,-43.164804120533645,Natu Sucos,-22.962230221609666,-43.1684336126305,Juice Bar
1741,Leme,-22.96225121742013,-43.164804120533645,Quiosque Chopp Brahma,-22.96269652000433,-43.16508068187316,Beach Bar
1743,Leme,-22.96225121742013,-43.164804120533645,Novo Veneziana,-22.96258400390768,-43.16934759882845,Restaurant
1745,Leme,-22.96225121742013,-43.164804120533645,Quiosque Espaço Carioca,-22.962691218253298,-43.165000996517286,Beach Bar
1751,Botafogo,-22.95224426634797,-43.18610180710429,Refeitório Orgânico,-22.953498292450305,-43.1865996220207,Vegetarian / Vegan Restaurant
1752,Botafogo,-22.95224426634797,-43.18610180710429,WineHouse,-22.952932502412988,-43.18735220420447,Wine Bar
1756,Botafogo,-22.95224426634797,-43.18610180710429,Cave Nacional,-22.953917017677945,-43.18585071787414,Wine Bar
1763,Botafogo,-22.95224426634797,-43.18610180710429,Boteco Colarinho,-22.95092988659709,-43.184568687478034,Bar
1772,Botafogo,-22.95224426634797,-43.18610180710429,Espaço Carioca de Gastronomia,-22.954479905261532,-43.18633506219955,Restaurant
1773,Botafogo,-22.95224426634797,-43.18610180710429,Adega da Velha,-22.95275043527048,-43.18737485236084,Bar
1774,Botafogo,-22.95224426634797,-43.18610180710429,Hocus Pocus DNA,-22.954686523985504,-43.184655211142996,Beer Bar
1783,Urca,-22.950417820302416,-43.16184039598769,Julius Brasserie,-22.948439128096997,-43.163541696307156,French Restaurant
1784,Urca,-22.950417820302416,-43.16184039598769,República da Fruta,-22.951054811766927,-43.16421703756672,Juice Bar
1788,Urca,-22.950417820302416,-43.16184039598769,Garota da Urca,-22.9479344336367,-43.16267958642962,Bar
1791,Urca,-22.950417820302416,-43.16184039598769,Boteco Belmonte,-22.94845344479948,-43.163529977345526,Dive Bar
1792,Urca,-22.950417820302416,-43.16184039598769,Flor da Urca,-22.948469904466748,-43.1648594440453,South American Restaurant
1802,Urca,-22.950417820302416,-43.16184039598769,Abençoado,-22.9511281189766,-43.16403246461937,Brazilian Restaurant
1804,Anil,-22.95704391840724,-43.33822453155866,Chicago House Eatery,-22.9551588395688,-43.339186169655825,Burger Joint
1809,Anil,-22.95704391840724,-43.33822453155866,Pizzanil,-22.955112455810013,-43.33724328636268,Pizza Place
1816,Anil,-22.95704391840724,-43.33822453155866,Zeca Hora,-22.95545590992361,-43.34248087091333,Pizza Place
1817,Anil,-22.95704391840724,-43.33822453155866,Zeca's Restaurante,-22.953314483382567,-43.340491491496344,Brazilian Restaurant
1819,Jacarepaguá,-22.944235700555836,-43.38079851383827,Peixe Frito do Dino,-22.94532794855957,-43.38419993022447,Seafood Restaurant
1822,Jacarepaguá,-22.944235700555836,-43.38079851383827,Taberna da Preguiça,-22.94312442530664,-43.384136761541214,Bar
1823,Jacarepaguá,-22.944235700555836,-43.38079851383827,Pizzaria Bambini,-22.944627649071805,-43.38531218432804,Pizza Place
1825,Jacarepaguá,-22.944235700555836,-43.38079851383827,Bar da Dona Alda,-22.944722679443608,-43.38278708674082,Bar
1827,Jacarepaguá,-22.944235700555836,-43.38079851383827,Ozooni,-22.942576623961486,-43.38346235262395,Asian Restaurant
1831,Camorim,-22.97151488875647,-43.43037756604955,Restaurante Camurutaba,-22.969479999999997,-43.430142700000005,Seafood Restaurant
1832,Rocinha,-22.98888965587789,-43.24862900753848,Sushi Yaki,-22.9918438176856,-43.251354735424364,Asian Restaurant
1833,Rocinha,-22.98888965587789,-43.24862900753848,Trapiá Bar e Restaurante,-22.991291365679906,-43.2518442262156,Brazilian Restaurant
1834,Rocinha,-22.98888965587789,-43.24862900753848,Azuki Sushi,-22.989040859541436,-43.24986931656,Sushi Restaurant
1836,Rocinha,-22.98888965587789,-43.24862900753848,Amarelinho Da Via Apia,-22.991389100363627,-43.25185403401914,Brazilian Restaurant
1838,Rocinha,-22.98888965587789,-43.24862900753848,Varandas da Via Ápia,-22.991119454728945,-43.25207618712426,Restaurant
1839,Rocinha,-22.98888965587789,-43.24862900753848,Bob's,-22.99101060154645,-43.25184141177018,Fast Food Restaurant
1840,Rocinha,-22.98888965587789,-43.24862900753848,Pizzaria Rio,-22.990786552261447,-43.25235613542268,Pizza Place
1841,Rocinha,-22.98888965587789,-43.24862900753848,Atelier Do Sushi,-22.99009166743958,-43.25111884596033,Sushi Restaurant
1842,Rocinha,-22.98888965587789,-43.24862900753848,Sushi Roma,-22.991871335141315,-43.25078825682677,Japanese Restaurant
1846,Humaitá,-22.954947465313282,-43.20102102890386,Giovane's,-22.9555737782438,-43.19751678388256,Salon / Barbershop
1848,Humaitá,-22.954947465313282,-43.20102102890386,Domenica Pizza Artesanal,-22.954635255410327,-43.19654708393689,Pizza Place
1850,Humaitá,-22.954947465313282,-43.20102102890386,Joaquina Bar & Restaurante,-22.955552438482197,-43.19650683159344,Bar
1851,Humaitá,-22.954947465313282,-43.20102102890386,Carioca Zen,-22.958416808679036,-43.19977476107689,Vegetarian / Vegan Restaurant
1856,Humaitá,-22.954947465313282,-43.20102102890386,Vikings,-22.956348979932734,-43.19707779736711,Bar
1861,Humaitá,-22.954947465313282,-43.20102102890386,Dos Santos,-22.953619563904823,-43.19685281340149,Restaurant
1862,Humaitá,-22.954947465313282,-43.20102102890386,Panificação União,-22.95806023905317,-43.199523202944576,Bakery
1873,Humaitá,-22.954947465313282,-43.20102102890386,Bar do Rock,-22.955592703008488,-43.196589089717065,Bar
1875,Gardênia Azul,-22.958712170308214,-43.35100244337034,Garden Brasa,-22.962908507899126,-43.35135427174513,Pizza Place
1878,Gardênia Azul,-22.958712170308214,-43.35100244337034,Wly6,-22.959074419334588,-43.35068268838091,Burger Joint
1879,Gardênia Azul,-22.958712170308214,-43.35100244337034,Experimenta Lanches,-22.95856568901566,-43.34859465235221,Fast Food Restaurant
1882,Jardim Botânico,-22.96451150445178,-43.22426135303166,La Bicyclette,-22.964987897449713,-43.22235969436573,Bakery
1884,Jardim Botânico,-22.96451150445178,-43.22426135303166,Yumê,-22.965295811287586,-43.2263446345571,Japanese Restaurant
1889,Jardim Botânico,-22.96451150445178,-43.22426135303166,Prosa na Cozinha,-22.964907685481702,-43.220017955571926,Comfort Food Restaurant
1890,Jardim Botânico,-22.96451150445178,-43.22426135303166,Ella Pizzaria,-22.96614780521637,-43.220392613294926,Pizza Place
1892,Jardim Botânico,-22.96451150445178,-43.22426135303166,Grado Restaurante,-22.9656377250655,-43.220301765589035,Italian Restaurant
1893,Jardim Botânico,-22.96451150445178,-43.22426135303166,Grand Cru,-22.964705058356994,-43.22012882516557,Wine Bar
1894,Jardim Botânico,-22.96451150445178,-43.22426135303166,¡Venga! Taberna,-22.965029123297946,-43.2197670416127,Bar
1895,Jardim Botânico,-22.96451150445178,-43.22426135303166,Puro Restaurante,-22.965990878100747,-43.22050445290553,Brazilian Restaurant
